Player,Age,Team,Minutes,Offense Position,Offensive Archetype,Defensive Role,LEBRON WAR,LEBRON,O-LEBRON,D-LEBRON,Avg Speed Defense,Avg Speed Offense,Minutes Consistency,True Usage%,Years of Experience,Height,Weight,DHO Coverage Aggression,DHO Coverage Versatility,Defensive Positional Versatility,Foul Trouble%,Fouls Committed / 75,Fouls Drawn / 75,Guarded Ball Dominance%,Guarded O-LEBRON,Guarded Off-Ball%,Guarded USG%,Matchup Difficulty,Off-Ball Coverage Aggression,Off-Ball Coverage Versatility,Overall Coverage Versatility,Overall Coverage Aggression,P&R Coverage Aggression,P&R Coverage Versatility,Shot Location Versatility,Stable Avg 2PT Shot Distance,3PT Foul Rate%,3PT Openness Rating,3PT Pull Up Openness Rating,3PT Pull Up Shot Creation,3PT Pull Up Shot Making,3PT Pull Up Shot Making Efficiency,3PT Shooting Talent,3PT Shot Creation,3PT Shot Making,3PT Shot Making Efficiency,3PT Pull Up%,3PT Pull Up Talent,3PT Pull Up Shot Quality,3PT Shot Quality,3PT Versatility,3PT Versatility Rating,3PTA Rate%,Avg. 3PT Shot Distance,C&S 3PT Openness Rating,C&S 3PT Shooting Talent,Stable C&S 3PT%,Drive Foul Rate,Floater Talent,Midrange Talent,Post Up Shot Making,Total Iso Impact / 75,Cut FG%,Stable ATB 3PT%,Stable Avg 3PT Shot Distance,Stable Corner 3PT%,Stable NonHeave ATB 3PT%,Stable Pull Up 3PT%,Movement Attack Rate%,Off Screen Poss/ 75 Poss,Finishing Talent,Screening Talent,Playmaking Talent,Stable Bad Pass Turnovers Per 75,Stable Non Bad Pass Turnovers Per 75,Post Up Impact / 75 Poss,Contested OReb%,OReb Per Game,Putback Shot Making,% Rim Shots Contested%,Post Defense,Bad Pass Steals,Pickpocket Rating,Defensive Rebounding Talent,Defensive RAPTOR,Offensive RAPTOR,Multiple Teams
Cedi Osman,28,SAS 2024,1269,SF,Movement Shooter,Helper,0.12,-2.31,-1.38,-0.93,4.18,5.05,91.92,20.78,8.00,81.00,225.00,87.07,26.40,68.00,0.24,2.98,1.98,14.75,-0.10,85.25,19.12,-1.04,97.62,39.57,113.25,55.24,106.10,47.44,52.26,446.02,0.00,0.18,0.32,0.51,-0.23,-1.03,-0.03,-0.69,0.13,0.10,19.05,-0.64,-1.21,0.00,30.92,-0.40,57.55,25.54,0.15,0.83,39.30,5.62,-0.18,-0.40,0.54,0.03,76.19,31.06,27.64,38.70,31.48,30.30,3.93,0.52,-0.23,0.62,0.43,0.47,0.94,0.00,44.00,0.35,0.32,35.50,-0.10,19.00,0.47,-0.05,-0.29,-0.73,No
Charles Bassey,23,SAS 2024,205,C,Athletic Finisher,Anchor Big,0.33,0.07,-1.39,1.46,4.18,4.87,98.43,18.43,1.00,80.00,206.00,121.60,38.18,58.60,3.41,5.28,1.70,12.50,-0.10,87.50,18.57,-0.51,98.01,34.40,113.11,44.65,115.46,45.45,34.55,9.51,1.85,0.01,0.19,-1.27,-0.02,-0.47,-0.89,-0.85,-0.02,-0.29,0.00,-0.61,-0.62,-0.48,12.50,-1.28,2.50,26.80,0.00,0.00,38.00,0.00,-0.39,-0.61,0.00,0.00,91.67,35.30,38.08,39.17,35.37,34.00,18.60,0.34,-0.73,-0.23,-0.77,0.90,1.36,0.00,60.87,1.21,0.12,42.70,-0.10,6.00,0.34,-0.70,-0.29,-0.73,No
Charlie Brown Jr.,26,NYK 2024,37,SG,Low Minute,Low Minute,0.04,-0.94,-0.81,-0.13,4.18,4.55,98.59,34.20,8.00,75.00,205.00,111.45,34.00,75.02,0.00,5.03,1.01,15.57,-0.10,84.43,19.17,0.04,83.06,20.00,113.11,47.44,111.65,52.90,71.13,1360.55,0.94,-0.13,0.05,-0.90,0.00,0.00,-0.26,-0.56,-0.01,-0.34,0.00,0.00,0.00,-0.13,16.07,-1.17,70.00,24.74,-0.08,-0.54,37.89,0.00,0.00,-0.64,-0.93,0.00,0.00,36.61,48.29,40.97,36.57,33.54,20.81,1.65,-0.51,0.62,-0.11,0.78,1.22,0.00,0.00,0.13,0.00,22.20,-0.10,21.00,0.00,-1.76,-0.29,-0.73,No
Chet Holmgren,21,OKC 2024,2413,C,Stretch Big,Mobile Big,7.49,2.50,0.44,2.06,4.17,4.65,96.99,21.41,4.00,79.00,221.00,116.99,35.45,76.70,1.91,2.94,3.73,13.23,-0.10,86.77,20.04,-0.30,99.13,42.16,113.04,47.69,110.22,43.33,53.85,12.98,0.00,-0.08,-0.04,-0.70,-0.31,-1.10,-0.22,-0.85,0.09,-0.05,16.67,-0.77,-1.22,0.12,27.11,-0.62,36.62,25.69,0.03,0.49,38.28,10.30,-0.22,0.28,0.41,0.12,81.33,35.00,27.95,39.00,35.00,32.00,0.00,0.00,-0.61,0.28,-0.51,0.53,1.41,0.04,71.32,1.57,0.20,50.10,-0.10,35.00,0.27,0.51,-0.29,-0.73,No
Chimezie Metu,26,DET 2024,859,C,Athletic Finisher,Helper,0.66,-1.22,-1.85,0.63,4.17,5.13,98.21,24.27,1.00,81.00,210.00,97.54,34.81,80.30,1.28,3.05,2.15,13.82,-0.10,86.18,19.15,-1.08,104.47,42.77,113.02,50.68,115.94,52.88,57.95,591.73,1.16,-0.26,-0.13,1.52,-0.02,-0.41,-0.86,-0.83,-0.43,-1.38,36.36,-0.54,-0.10,0.94,27.93,-1.26,38.52,50.01,0.33,-0.74,36.01,10.78,0.27,-0.06,0.56,0.04,75.00,33.87,28.21,37.58,34.87,33.00,0.00,0.00,-0.20,0.35,0.11,0.54,1.59,0.05,43.90,0.80,0.20,45.20,-0.10,35.00,0.34,0.73,-0.29,-0.73,No
Chris Boucher,31,TOR 2024,705,PF,Stretch Big,Low Activity,1.00,-0.20,-0.17,-0.02,4.17,4.73,91.15,28.68,4.00,76.00,215.00,123.38,24.44,57.10,0.71,3.59,4.59,12.92,-0.10,87.08,18.47,-1.56,100.66,41.71,112.92,48.11,113.78,50.00,53.89,201.04,2.56,0.24,0.48,0.50,-0.06,-0.56,-0.59,-0.95,-0.26,-0.98,0.00,-0.67,-0.61,0.37,25.62,-1.14,43.32,24.60,-0.26,-0.09,36.72,8.00,-0.61,-0.68,0.79,0.00,73.08,35.11,28.35,39.00,35.10,32.89,0.00,0.00,-0.61,-0.19,0.35,0.25,1.30,-0.16,69.35,1.24,0.50,41.10,-0.10,12.00,0.10,0.24,-0.29,-0.73,No
Chris Duarte,26,SAC 2024,719,SF,Movement Shooter,Point of Attack,0.49,-1.36,-1.56,0.20,4.17,4.86,98.59,29.19,5.00,78.00,205.00,103.27,36.84,77.22,0.42,4.12,2.47,20.70,-0.10,79.30,21.95,0.77,109.17,48.57,112.85,46.34,119.44,46.77,70.31,233.20,0.00,0.58,0.06,-0.49,0.12,0.13,-0.05,-0.06,-0.09,-0.47,38.71,0.06,1.60,0.42,46.78,-0.10,60.48,25.52,-0.07,-0.04,36.56,4.30,-0.72,-0.80,0.00,0.14,50.00,34.62,25.83,39.28,34.78,31.34,17.82,1.02,0.22,-0.70,0.38,0.51,1.00,0.00,42.31,0.44,0.40,38.60,-0.10,20.00,0.41,-0.46,-0.29,-0.73,No
Chris Livingston,20,MIL 2024,90,SF,Low Minute,Low Minute,0.07,-1.23,-1.02,-0.21,4.16,5.09,98.59,20.34,3.00,75.00,190.00,105.42,60.00,62.90,0.00,5.83,1.55,15.91,-0.10,84.09,19.28,-0.42,113.41,38.46,112.81,50.47,117.00,50.91,57.55,908.04,3.28,-0.42,-0.16,0.84,0.00,0.00,-0.79,-1.14,-0.03,-0.42,0.00,0.00,0.00,0.26,17.50,-1.16,22.73,24.90,0.21,-1.00,37.66,0.00,0.00,-0.57,0.00,0.41,33.33,34.68,26.05,38.48,34.72,31.15,4.60,0.36,-1.03,-0.52,-0.16,0.58,1.31,0.00,66.67,0.14,0.79,32.30,-0.10,1.00,0.39,-0.88,-0.29,-0.73,No
Chris Paul,38,GSW 2024,1531,PG,Primary Ball Handler,Chaser,2.80,0.46,0.35,0.12,4.16,4.85,87.11,18.64,1.00,80.00,210.00,123.45,20.00,72.90,0.20,2.62,1.41,17.51,-0.10,82.49,19.01,-1.19,99.63,42.13,112.73,34.83,111.59,23.33,38.80,6.96,0.00,-0.07,0.11,0.38,0.09,-0.19,0.41,0.83,0.31,0.31,30.85,0.31,-0.79,-0.29,53.81,0.55,44.97,26.34,0.09,-0.25,39.30,1.97,0.14,0.44,1.14,0.15,80.00,33.87,29.24,39.00,33.89,31.00,0.00,9.38,0.00,0.00,1.26,0.86,1.01,0.07,0.00,0.31,0.86,37.90,-0.10,36.00,0.83,0.34,-0.29,-0.73,No
Christian Braun,22,DEN 2024,1656,SG,Athletic Finisher,Chaser,1.08,-1.42,-0.96,-0.46,4.16,4.42,88.27,31.43,1.00,80.00,250.00,89.14,26.00,59.90,0.42,3.10,1.94,17.79,-0.10,82.21,20.28,-0.52,102.27,42.54,112.71,45.22,113.85,38.72,16.07,51.66,0.00,0.19,0.00,0.00,-0.06,-0.48,-0.29,-0.40,0.08,0.03,36.84,-0.31,1.78,1.45,36.17,-0.24,33.95,25.14,0.29,-0.45,37.91,6.59,-0.40,-0.68,0.00,-0.32,62.96,34.85,26.24,37.05,34.97,30.80,20.24,0.55,-1.04,-0.84,-0.14,0.43,0.91,0.00,56.96,0.96,-0.04,40.90,-0.10,33.00,0.20,0.22,-0.29,-0.73,No
Christian Wood,28,LAL 2024,872,PF,Athletic Finisher,Helper,0.87,-0.87,-1.54,0.68,4.16,4.63,100.33,26.58,3.00,80.00,225.00,112.06,48.57,58.30,2.18,3.00,3.29,13.62,-0.10,86.38,19.72,-0.85,95.93,32.84,112.67,41.55,110.69,35.71,70.56,457.66,2.26,-0.36,-0.03,-0.03,0.02,-0.28,-0.73,-0.79,-0.41,-1.20,40.00,-0.49,0.41,0.83,24.58,-1.29,43.18,25.29,0.10,-0.48,36.11,13.58,-0.44,-0.62,-0.04,0.03,73.33,37.87,49.16,36.97,37.73,33.00,12.05,0.52,-0.14,-0.20,-0.04,0.46,1.56,-0.28,53.85,0.78,0.09,33.10,-0.10,12.00,0.17,1.54,-0.29,-0.73,No
Chuma Okeke,25,ORL 2024,432,SF,Movement Shooter,Helper,0.21,-1.68,-1.77,0.09,4.16,4.56,97.32,28.17,2.00,83.00,235.00,95.76,34.39,44.60,0.23,1.67,0.44,18.24,-0.10,81.76,20.88,0.12,104.80,43.75,112.64,48.52,117.41,39.19,65.20,334.28,2.26,-0.07,0.30,-1.24,-0.10,-0.85,-0.26,-0.51,-0.30,-1.39,16.67,-0.40,0.07,-0.25,41.19,-0.77,73.21,25.55,-0.05,0.18,36.30,0.00,-0.68,-0.69,0.00,0.02,66.67,34.00,26.49,37.57,34.18,32.37,9.79,0.06,-0.44,-1.56,-0.38,0.57,1.04,0.00,44.44,0.38,-0.21,25.70,-0.10,7.00,0.18,-0.29,-0.29,-0.73,No
CJ McCollum,32,NOP 2024,2159,PG,Primary Ball Handler,Point of Attack,4.74,1.10,1.42,-0.32,4.15,4.53,98.59,20.67,6.00,80.00,219.00,98.83,40.00,61.90,0.00,2.17,1.94,19.65,-0.10,80.35,20.30,-0.36,105.21,47.55,112.55,40.97,115.34,37.82,62.47,392.17,1.47,-0.05,0.23,-0.13,2.27,2.33,2.64,1.02,2.11,1.77,43.22,3.06,0.42,-0.34,58.63,1.46,52.80,25.80,-0.21,1.68,40.66,5.44,3.03,0.99,-0.96,-0.11,50.00,36.89,26.49,39.47,36.81,34.26,1.98,0.14,0.40,-0.21,0.47,0.67,1.22,0.00,30.77,0.59,-0.41,33.40,-0.10,39.00,0.40,0.09,-0.29,-0.73,No
